clip_id,variant_id,variant_type,duration_ms,snr_db,T60,band_filter,audio_path,label,ground_truth,dataset,group_id,sr,rms,container_duration_ms
esc50_4-130584-A-4_0275_1000ms,esc50_4-130584-A-4_0275_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_4-130584-A-4_0275_1000ms_snr-15dB.wav,NONSPEECH,NONSPEECH,esc50,4-130584-A-4,16000,0.7581291198730469,2000
esc50_4-130584-A-4_0275_1000ms,esc50_4-130584-A-4_0275_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_4-130584-A-4_0275_1000ms_snr-20dB.wav,NONSPEECH,NONSPEECH,esc50,4-130584-A-4,16000,1.3395171165466309,2000
esc50_5-201274-A-21_0051_1000ms,esc50_5-201274-A-21_0051_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_5-201274-A-21_0051_1000ms_snr-15dB.wav,NONSPEECH,NONSPEECH,esc50,5-201274-A-21,16000,0.2654779255390167,2000
esc50_5-201274-A-21_0051_1000ms,esc50_5-201274-A-21_0051_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_5-201274-A-21_0051_1000ms_snr-20dB.wav,NONSPEECH,NONSPEECH,esc50,5-201274-A-21,16000,0.4711392819881439,2000
esc50_1-25777-A-48_0036_1000ms,esc50_1-25777-A-48_0036_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_1-25777-A-48_0036_1000ms_snr-15dB.wav,NONSPEECH,NONSPEECH,esc50,1-25777-A-48,16000,0.40457531809806824,2000
esc50_1-25777-A-48_0036_1000ms,esc50_1-25777-A-48_0036_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_1-25777-A-48_0036_1000ms_snr-20dB.wav,NONSPEECH,NONSPEECH,esc50,1-25777-A-48,16000,0.7075227499008179,2000
voxconverse_evtyi_0073_1000ms,voxconverse_evtyi_0073_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_evtyi_0073_1000ms_snr-15dB.wav,SPEECH,SPEECH,voxconverse,evtyi,16000,0.7863854169845581,2000
voxconverse_evtyi_0073_1000ms,voxconverse_evtyi_0073_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_evtyi_0073_1000ms_snr-20dB.wav,SPEECH,SPEECH,voxconverse,evtyi,16000,1.3799786567687988,2000
esc50_4-150364-B-46_0475_1000ms,esc50_4-150364-B-46_0475_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_4-150364-B-46_0475_1000ms_snr-15dB.wav,NONSPEECH,NONSPEECH,esc50,4-150364-B-46,16000,1.1457957029342651,2000
esc50_4-150364-B-46_0475_1000ms,esc50_4-150364-B-46_0475_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_4-150364-B-46_0475_1000ms_snr-20dB.wav,NONSPEECH,NONSPEECH,esc50,4-150364-B-46,16000,2.033323049545288,2000
voxconverse_zrlyl_0448_1000ms,voxconverse_zrlyl_0448_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_zrlyl_0448_1000ms_snr-15dB.wav,SPEECH,SPEECH,voxconverse,zrlyl,16000,0.7751087546348572,2000
voxconverse_zrlyl_0448_1000ms,voxconverse_zrlyl_0448_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_zrlyl_0448_1000ms_snr-20dB.wav,SPEECH,SPEECH,voxconverse,zrlyl,16000,1.3745062351226807,2000
esc50_4-196671-B-8_0488_1000ms,esc50_4-196671-B-8_0488_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_4-196671-B-8_0488_1000ms_snr-15dB.wav,NONSPEECH,NONSPEECH,esc50,4-196671-B-8,16000,1.1098201274871826,2000
esc50_4-196671-B-8_0488_1000ms,esc50_4-196671-B-8_0488_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_4-196671-B-8_0488_1000ms_snr-20dB.wav,NONSPEECH,NONSPEECH,esc50,4-196671-B-8,16000,1.9528545141220093,2000
voxconverse_wewoz_0454_1000ms,voxconverse_wewoz_0454_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_wewoz_0454_1000ms_snr-15dB.wav,SPEECH,SPEECH,voxconverse,wewoz,16000,1.2231416702270508,2000
voxconverse_wewoz_0454_1000ms,voxconverse_wewoz_0454_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_wewoz_0454_1000ms_snr-20dB.wav,SPEECH,SPEECH,voxconverse,wewoz,16000,2.1493804454803467,2000
voxconverse_wdjyj_0257_1000ms,voxconverse_wdjyj_0257_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_wdjyj_0257_1000ms_snr-15dB.wav,SPEECH,SPEECH,voxconverse,wdjyj,16000,0.9276769161224365,2000
voxconverse_wdjyj_0257_1000ms,voxconverse_wdjyj_0257_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_wdjyj_0257_1000ms_snr-20dB.wav,SPEECH,SPEECH,voxconverse,wdjyj,16000,1.6474684476852417,2000
esc50_3-164120-A-11_0135_1000ms,esc50_3-164120-A-11_0135_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_3-164120-A-11_0135_1000ms_snr-15dB.wav,NONSPEECH,NONSPEECH,esc50,3-164120-A-11,16000,1.082019567489624,2000
esc50_3-164120-A-11_0135_1000ms,esc50_3-164120-A-11_0135_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_3-164120-A-11_0135_1000ms_snr-20dB.wav,NONSPEECH,NONSPEECH,esc50,3-164120-A-11,16000,1.90805184841156,2000
esc50_2-72688-A-42_0165_1000ms,esc50_2-72688-A-42_0165_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_2-72688-A-42_0165_1000ms_snr-15dB.wav,NONSPEECH,NONSPEECH,esc50,2-72688-A-42,16000,2.2298872470855713,2000
esc50_2-72688-A-42_0165_1000ms,esc50_2-72688-A-42_0165_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_2-72688-A-42_0165_1000ms_snr-20dB.wav,NONSPEECH,NONSPEECH,esc50,2-72688-A-42,16000,3.9449312686920166,2000
esc50_5-198411-G-20_0071_1000ms,esc50_5-198411-G-20_0071_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_5-198411-G-20_0071_1000ms_snr-15dB.wav,NONSPEECH,NONSPEECH,esc50,5-198411-G-20,16000,1.0680885314941406,2000
esc50_5-198411-G-20_0071_1000ms,esc50_5-198411-G-20_0071_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_5-198411-G-20_0071_1000ms_snr-20dB.wav,NONSPEECH,NONSPEECH,esc50,5-198411-G-20,16000,1.906139850616455,2000
esc50_4-251645-B-49_0068_1000ms,esc50_4-251645-B-49_0068_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_4-251645-B-49_0068_1000ms_snr-15dB.wav,NONSPEECH,NONSPEECH,esc50,4-251645-B-49,16000,0.7054511308670044,2000
esc50_4-251645-B-49_0068_1000ms,esc50_4-251645-B-49_0068_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_4-251645-B-49_0068_1000ms_snr-20dB.wav,NONSPEECH,NONSPEECH,esc50,4-251645-B-49,16000,1.2517683506011963,2000
voxconverse_falxo_0104_1000ms,voxconverse_falxo_0104_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_falxo_0104_1000ms_snr-15dB.wav,SPEECH,SPEECH,voxconverse,falxo,16000,0.7813665866851807,2000
voxconverse_falxo_0104_1000ms,voxconverse_falxo_0104_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_falxo_0104_1000ms_snr-20dB.wav,SPEECH,SPEECH,voxconverse,falxo,16000,1.3705674409866333,2000
voxconverse_hycgx_0274_1000ms,voxconverse_hycgx_0274_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_hycgx_0274_1000ms_snr-15dB.wav,SPEECH,SPEECH,voxconverse,hycgx,16000,1.2047613859176636,2000
voxconverse_hycgx_0274_1000ms,voxconverse_hycgx_0274_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_hycgx_0274_1000ms_snr-20dB.wav,SPEECH,SPEECH,voxconverse,hycgx,16000,2.1182267665863037,2000
esc50_2-103426-A-3_0255_1000ms,esc50_2-103426-A-3_0255_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_2-103426-A-3_0255_1000ms_snr-15dB.wav,NONSPEECH,NONSPEECH,esc50,2-103426-A-3,16000,0.0005667224177159369,2000
esc50_2-103426-A-3_0255_1000ms,esc50_2-103426-A-3_0255_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_2-103426-A-3_0255_1000ms_snr-20dB.wav,NONSPEECH,NONSPEECH,esc50,2-103426-A-3,16000,0.001002312870696187,2000
voxconverse_bauzd_0219_1000ms,voxconverse_bauzd_0219_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_bauzd_0219_1000ms_snr-15dB.wav,SPEECH,SPEECH,voxconverse,bauzd,16000,0.6588172316551208,2000
voxconverse_bauzd_0219_1000ms,voxconverse_bauzd_0219_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_bauzd_0219_1000ms_snr-20dB.wav,SPEECH,SPEECH,voxconverse,bauzd,16000,1.1651251316070557,2000
esc50_4-184237-A-28_0124_1000ms,esc50_4-184237-A-28_0124_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_4-184237-A-28_0124_1000ms_snr-15dB.wav,NONSPEECH,NONSPEECH,esc50,4-184237-A-28,16000,1.8594027757644653,2000
esc50_4-184237-A-28_0124_1000ms,esc50_4-184237-A-28_0124_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_4-184237-A-28_0124_1000ms_snr-20dB.wav,NONSPEECH,NONSPEECH,esc50,4-184237-A-28,16000,3.293828248977661,2000
esc50_4-183487-A-1_0117_1000ms,esc50_4-183487-A-1_0117_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_4-183487-A-1_0117_1000ms_snr-15dB.wav,NONSPEECH,NONSPEECH,esc50,4-183487-A-1,16000,0.7021918892860413,2000
esc50_4-183487-A-1_0117_1000ms,esc50_4-183487-A-1_0117_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_4-183487-A-1_0117_1000ms_snr-20dB.wav,NONSPEECH,NONSPEECH,esc50,4-183487-A-1,16000,1.2429803609848022,2000
voxconverse_afjiv_0263_1000ms,voxconverse_afjiv_0263_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_afjiv_0263_1000ms_snr-15dB.wav,SPEECH,SPEECH,voxconverse,afjiv,16000,1.045501947402954,2000
voxconverse_afjiv_0263_1000ms,voxconverse_afjiv_0263_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_afjiv_0263_1000ms_snr-20dB.wav,SPEECH,SPEECH,voxconverse,afjiv,16000,1.8424031734466553,2000
esc50_2-114609-A-28_0357_1000ms,esc50_2-114609-A-28_0357_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_2-114609-A-28_0357_1000ms_snr-15dB.wav,NONSPEECH,NONSPEECH,esc50,2-114609-A-28,16000,1.0165762901306152,2000
esc50_2-114609-A-28_0357_1000ms,esc50_2-114609-A-28_0357_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_2-114609-A-28_0357_1000ms_snr-20dB.wav,NONSPEECH,NONSPEECH,esc50,2-114609-A-28,16000,1.7965353727340698,2000
voxconverse_sduml_0298_1000ms,voxconverse_sduml_0298_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_sduml_0298_1000ms_snr-15dB.wav,SPEECH,SPEECH,voxconverse,sduml,16000,1.046277642250061,2000
voxconverse_sduml_0298_1000ms,voxconverse_sduml_0298_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_sduml_0298_1000ms_snr-20dB.wav,SPEECH,SPEECH,voxconverse,sduml,16000,1.8507161140441895,2000
esc50_2-132157-A-11_0073_1000ms,esc50_2-132157-A-11_0073_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_2-132157-A-11_0073_1000ms_snr-15dB.wav,NONSPEECH,NONSPEECH,esc50,2-132157-A-11,16000,1.2550623416900635,2000
esc50_2-132157-A-11_0073_1000ms,esc50_2-132157-A-11_0073_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_2-132157-A-11_0073_1000ms_snr-20dB.wav,NONSPEECH,NONSPEECH,esc50,2-132157-A-11,16000,2.202028751373291,2000
esc50_2-92627-A-27_0417_1000ms,esc50_2-92627-A-27_0417_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_2-92627-A-27_0417_1000ms_snr-15dB.wav,NONSPEECH,NONSPEECH,esc50,2-92627-A-27,16000,0.3038836121559143,2000
esc50_2-92627-A-27_0417_1000ms,esc50_2-92627-A-27_0417_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_2-92627-A-27_0417_1000ms_snr-20dB.wav,NONSPEECH,NONSPEECH,esc50,2-92627-A-27,16000,0.5400487184524536,2000
voxconverse_ldkmv_0483_1000ms,voxconverse_ldkmv_0483_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_ldkmv_0483_1000ms_snr-15dB.wav,SPEECH,SPEECH,voxconverse,ldkmv,16000,0.9578356146812439,2000
voxconverse_ldkmv_0483_1000ms,voxconverse_ldkmv_0483_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_ldkmv_0483_1000ms_snr-20dB.wav,SPEECH,SPEECH,voxconverse,ldkmv,16000,1.6934633255004883,2000
voxconverse_gqdxy_0362_1000ms,voxconverse_gqdxy_0362_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_gqdxy_0362_1000ms_snr-15dB.wav,SPEECH,SPEECH,voxconverse,gqdxy,16000,0.5159626007080078,2000
voxconverse_gqdxy_0362_1000ms,voxconverse_gqdxy_0362_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_gqdxy_0362_1000ms_snr-20dB.wav,SPEECH,SPEECH,voxconverse,gqdxy,16000,0.9206770062446594,2000
voxconverse_sikkm_0099_1000ms,voxconverse_sikkm_0099_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_sikkm_0099_1000ms_snr-15dB.wav,SPEECH,SPEECH,voxconverse,sikkm,16000,0.6773040294647217,2000
voxconverse_sikkm_0099_1000ms,voxconverse_sikkm_0099_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_sikkm_0099_1000ms_snr-20dB.wav,SPEECH,SPEECH,voxconverse,sikkm,16000,1.1903839111328125,2000
esc50_4-90014-B-42_0063_1000ms,esc50_4-90014-B-42_0063_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_4-90014-B-42_0063_1000ms_snr-15dB.wav,NONSPEECH,NONSPEECH,esc50,4-90014-B-42,16000,1.2732237577438354,2000
esc50_4-90014-B-42_0063_1000ms,esc50_4-90014-B-42_0063_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_4-90014-B-42_0063_1000ms_snr-20dB.wav,NONSPEECH,NONSPEECH,esc50,4-90014-B-42,16000,2.263451099395752,2000
esc50_4-175000-A-40_0182_1000ms,esc50_4-175000-A-40_0182_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_4-175000-A-40_0182_1000ms_snr-15dB.wav,NONSPEECH,NONSPEECH,esc50,4-175000-A-40,16000,1.2644375562667847,2000
esc50_4-175000-A-40_0182_1000ms,esc50_4-175000-A-40_0182_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_4-175000-A-40_0182_1000ms_snr-20dB.wav,NONSPEECH,NONSPEECH,esc50,4-175000-A-40,16000,2.234300136566162,2000
voxconverse_kszpd_0079_1000ms,voxconverse_kszpd_0079_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_kszpd_0079_1000ms_snr-15dB.wav,SPEECH,SPEECH,voxconverse,kszpd,16000,0.5690456032752991,2000
voxconverse_kszpd_0079_1000ms,voxconverse_kszpd_0079_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_kszpd_0079_1000ms_snr-20dB.wav,SPEECH,SPEECH,voxconverse,kszpd,16000,1.0012362003326416,2000
voxconverse_dhorc_0307_1000ms,voxconverse_dhorc_0307_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_dhorc_0307_1000ms_snr-15dB.wav,SPEECH,SPEECH,voxconverse,dhorc,16000,0.5542809963226318,2000
voxconverse_dhorc_0307_1000ms,voxconverse_dhorc_0307_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_dhorc_0307_1000ms_snr-20dB.wav,SPEECH,SPEECH,voxconverse,dhorc,16000,0.9891182780265808,2000
voxconverse_gzvkx_0215_1000ms,voxconverse_gzvkx_0215_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_gzvkx_0215_1000ms_snr-15dB.wav,SPEECH,SPEECH,voxconverse,gzvkx,16000,0.7869563698768616,2000
voxconverse_gzvkx_0215_1000ms,voxconverse_gzvkx_0215_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_gzvkx_0215_1000ms_snr-20dB.wav,SPEECH,SPEECH,voxconverse,gzvkx,16000,1.40534245967865,2000
esc50_5-244310-A-25_0226_1000ms,esc50_5-244310-A-25_0226_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_5-244310-A-25_0226_1000ms_snr-15dB.wav,NONSPEECH,NONSPEECH,esc50,5-244310-A-25,16000,0.7423728704452515,2000
esc50_5-244310-A-25_0226_1000ms,esc50_5-244310-A-25_0226_1000ms_snr-20dB,snr,,-20.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/esc50_5-244310-A-25_0226_1000ms_snr-20dB.wav,NONSPEECH,NONSPEECH,esc50,5-244310-A-25,16000,1.3179081678390503,2000
voxconverse_cobal_0164_1000ms,voxconverse_cobal_0164_1000ms_snr-15dB,snr,,-15.0,,,/mnt/fast/nobackup/users/gb0048/opro3_final/audits/round2/b4_extended_snr/audio/voxconverse_cobal_0164_1000ms_snr-15dB.wav,SPEECH,SPEECH,voxconverse,cobal,16000,0.6442923545837402,2000
