cell,model,method,prompt,reward,ba_clip,ba_conditions,iteration,prompt_length,category
05_qwen2_lora_opro_llm,LoRA,OPRO-LLM,"Determine if this contains human speech; use ""SPEECH"" or ""NON-SPEECH"" as your answer.",0.8285055322966507,0.6621212121212121,0.6655372807017544,4,85,Binary directive
05_qwen2_lora_opro_llm,LoRA,OPRO-LLM,"Classify this audio as SPEECH or NON-SPEECH, focusing on detecting short, noisy clips clearly.",1.02000091374269,0.8166666666666667,0.8133369883040935,5,94,Acoustic focus
05_qwen2_lora_opro_llm,LoRA,OPRO-LLM,"What do you hear in this short, noisy audio clip? Answer with SPEECH or NON-SPEECH.",0.7155131080542264,0.5712121212121212,0.5772039473684211,5,83,Robustness focus
05_qwen2_lora_opro_llm,LoRA,OPRO-LLM,"Determine if this audio contains human speech, especially in short, low-quality clips.",0.625,0.5,0.5,5,86,Direct question
05_qwen2_lora_opro_llm,LoRA,OPRO-LLM,"Classify this audio as SPEECH or NON-SPEECH, focusing on short and noisy clips.",1.170544922913344,0.9363636363636363,0.9367251461988305,6,79,Acoustic focus
05_qwen2_lora_opro_llm,LoRA,OPRO-LLM,What do you hear in this clip? Answer with SPEECH or NON-SPEECH.,0.6749622873471558,0.5393939393939394,0.5422733918128655,6,64,Open-ended question
05_qwen2_lora_opro_llm,LoRA,OPRO-LLM,"Determine if this contains human speech. Focus on short, noisy audio.",0.6279835360180754,0.5015151515151515,0.5058735380116959,6,69,Acoustic focus
05_qwen2_lora_opro_llm,LoRA,OPRO-LLM,"Classify this short, noisy audio clip as SPEECH or NON-SPEECH, focusing on detecting clear voice patterns.",1.1189485313662946,0.8939393939393939,0.9000365497076024,7,106,Acoustic focus
05_qwen2_lora_opro_llm,LoRA,OPRO-LLM,"What do you hear in this brief, noisy clip? Answer with SPEECH or NON-SPEECH.",0.6847063563264222,0.546969696969697,0.5509466374269006,7,77,Open-ended question
05_qwen2_lora_opro_llm,LoRA,OPRO-LLM,"Determine if this contains human speech, especially in short, noisy segments; reply with SPEECH or NON-SPEECH.",0.625,0.5,0.5,7,110,Robustness focus
05_qwen2_lora_opro_llm,LoRA,OPRO-LLM,"Classify this audio as SPEECH or NON-SPEECH, focusing on detecting clear voice patterns in short, noisy clips.",0.8596883306751728,0.6909090909090909,0.6751169590643274,8,110,Acoustic focus
05_qwen2_lora_opro_llm,LoRA,OPRO-LLM,Does this audio contain clear human speech? Reply with SPEECH or NON-SPEECH.,0.865308595826688,0.6893939393939394,0.7036586257309942,8,76,Binary directive
05_qwen2_lora_opro_llm,LoRA,OPRO-LLM,"Determine if this short, noisy clip contains human speech; respond with SPEECH or NON-SPEECH.",0.9744731858054226,0.7787878787878788,0.7827412280701754,8,93,Robustness focus
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,"Does this audio contain human speech?
Reply with ONLY one word: SPEECH or NON-SPEECH.",1.1375061469962786,0.906060606060606,0.9257821637426901,0,85,Binary directive
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,Classify this audio. Reply with SPEECH or NON-SPEECH.,1.1109332635566187,0.8863636363636364,0.8982785087719297,1,53,Binary directive
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,What do you hear? Respond with SPEECH or NON-SPEECH.,1.0607944577352473,0.8454545454545455,0.8613596491228069,1,52,Open-ended question
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,Determine if this contains human speech. Answer with SPEECH or NON-SPEECH.,1.137964845826688,0.906060606060606,0.9276169590643275,1,74,Binary directive
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,Determine if this contains spoken words. Answer: SPEECH or NON-SPEECH.,1.154184360047847,0.9196969696969697,0.9379495614035087,2,70,Binary directive
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,Classify this audio as having human speech or not. Reply: SPEECH or NON-SPEECH.,1.157825043195109,0.9227272727272727,0.940391081871345,2,79,Binary directive
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,What type of sound is this? Respond: SPEECH or NON-SPEECH.,1.194107605661882,0.9530303030303031,0.9643092105263158,2,58,Open-ended question
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,Determine if this audio has human speech. Reply: SPEECH or NON-SPEECH.,1.1310032894736843,0.9,0.9240131578947368,3,70,Binary directive
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,Classify this audio: SPEECH or NON-SPEECH.,1.0591329412546517,0.8424242424242424,0.8668347953216374,3,42,Binary directive
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,What type of sound is this? Respond: SPEECH or NON-SPEECH.,1.194107605661882,0.9530303030303031,0.9643092105263158,3,58,Open-ended question
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,Determine if this audio has spoken words. Reply: SPEECH or NON-SPEECH.,1.1310032894736843,0.9,0.9240131578947368,4,70,Binary directive
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,What do you hear in this clip? Respond: SPEECH or NON-SPEECH.,1.1794333964646464,0.9409090909090909,0.9540972222222223,4,61,Open-ended question
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,Classify this audio as having human speech or not. Answer: SPEECH or NON-SPEECH.,1.1481431087187666,0.9151515151515152,0.9319663742690059,4,80,Binary directive
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,Determine if this audio contains spoken words. Answer: SPEECH or NON-SPEECH.,1.1544420354864433,0.9196969696969697,0.9389802631578947,5,76,Binary directive
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,Classify this audio as having human speech or not. Reply: SPEECH or NON-SPEECH.,1.157825043195109,0.9227272727272727,0.940391081871345,5,79,Binary directive
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,What type of sound is this? Respond: SPEECH or NON-SPEECH.,1.194107605661882,0.9530303030303031,0.9643092105263158,5,58,Open-ended question
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,"Classify this audio: SPEECH or NON-SPEECH, focusing on short durations and low SNR.",0.8253820275119617,0.6590909090909091,0.6651644736842105,6,83,Acoustic focus
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,"What do you hear in this clip? Respond: SPEECH or NON-SPEECH, considering noise and short sounds.",1.1787736742424242,0.9409090909090909,0.9514583333333333,6,97,Open-ended question
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,"Determine if this contains spoken words: SPEECH or NON-SPEECH, especially in noisy and brief audio.",0.9351621477937268,0.7454545454545455,0.7588304093567252,6,99,Direct question
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,"Classify this audio as having human speech or not. Respond: SPEECH or NON-SPEECH, focusing on clarity even in noisy conditions.",1.1396318447634237,0.9090909090909092,0.9221637426900585,7,127,Acoustic focus
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,"What type of sound is heard here? Respond: SPEECH or NON-SPEECH, even if it's brief and low in volume.",1.1661034688995215,0.9303030303030303,0.943201754385965,7,102,Open-ended question
08_qwen3_omni_opro_llm,Qwen3,OPRO-LLM,"Determine if this audio contains spoken words. Reply: SPEECH or NON-SPEECH, considering any level of background noise.",1.1454271331738437,0.9121212121212121,0.9332236842105264,7,118,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Does this audio contain human speech? Answer exactly one token: SPEECH or NONSPEECH.,0.65,0.65,,1,84,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Binary decision. Output exactly one token: SPEECH or NONSPEECH.,0.7,0.7,,1,63,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Decide the dominant content.
Definitions:
- SPEECH = human voice, spoken words, syllables, conversational cues.
- NONSPEECH = music, tones/beeps, environmental noise, silence.
Output exactly: SPEECH or NONSPEECH.",0.5,0.5,,1,212,Contrastive/definitions
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",0.75,0.75,,1,159,Contrastive/definitions
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Example:
Audio→ crowd noise, music → Output: NONSPEECH
Now classify the new audio. Output exactly ONE token: SPEECH or NONSPEECH.",0.5,0.5,,1,129,One-shot example
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.85,0.85,,1,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Label SPEECH only if human voice is clearly present; otherwise label NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,1,108,Conservative bias
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"If there is any hint of human voice (even faint/short), label SPEECH; otherwise NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,1,119,Liberal bias
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.6,0.6,,2,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Focus on cues of human vocal tract (formants, syllabic rhythm, consonant onsets).
Answer exactly: SPEECH or NONSPEECH.",0.55,0.55,,2,118,Acoustic focus
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Listen for human voice. If present: SPEECH. Otherwise: NONSPEECH.
Answer:",0.5,0.5,,2,73,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"If there is any hint of human voice (even faint/short), label SPEECH; otherwise NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,2,119,Liberal bias
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Label SPEECH only if human voice is clearly present; otherwise label NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,2,108,Conservative bias
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Human speech present? Answer: SPEECH or NONSPEECH.,0.55,0.55,,2,50,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Classify this audio. Output only: SPEECH or NONSPEECH.,0.6,0.6,,2,54,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.6,0.6,,2,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.75,0.75,,3,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Decide the dominant content.
Definitions:
- SPEECH = human voice, spoken words, syllables, conversational cues.
- NONSPEECH = music, tones/beeps, environmental noise, silence.
Output exactly: SPEECH or NONSPEECH.",0.55,0.55,,3,212,Contrastive/definitions
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Classify this audio. Output only: SPEECH or NONSPEECH.,0.55,0.55,,3,54,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"TASK: Speech detection. Is human voice/speech present in this audio?
Answer: SPEECH or NONSPEECH.",0.65,0.65,,3,97,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"If there is any hint of human voice (even faint/short), label SPEECH; otherwise NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,3,119,Liberal bias
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Example:
Audio→ crowd noise, music → Output: NONSPEECH
Now classify the new audio. Output exactly ONE token: SPEECH or NONSPEECH.",0.5,0.5,,3,129,One-shot example
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Label SPEECH only if human voice is clearly present; otherwise label NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,3,108,Conservative bias
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.75,0.75,,3,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.8,0.8,,4,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"If there is any hint of human voice (even faint/short), label SPEECH; otherwise NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,4,119,Liberal bias
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Focus on cues of human vocal tract (formants, syllabic rhythm, consonant onsets).
Answer exactly: SPEECH or NONSPEECH.",0.7,0.7,,4,118,Acoustic focus
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",0.75,0.75,,4,159,Contrastive/definitions
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"You will answer with one token only.
<question>Does this audio contain human speech?</question>
<answer>SPEECH or NONSPEECH only</answer>",0.65,0.65,,4,137,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Binary classification task.
Q: Does this contain human speech?
If confident YES → SPEECH
If confident NO → NONSPEECH
Answer:",0.85,0.85,,4,124,One-shot example
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Human speech present? Answer: SPEECH or NONSPEECH.,0.85,0.85,,4,50,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Binary decision. Output exactly one token: SPEECH or NONSPEECH.,0.75,0.75,,4,63,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.75,0.75,,5,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Classify this audio. Output only: SPEECH or NONSPEECH.,0.65,0.65,,5,54,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Focus on cues of human vocal tract (formants, syllabic rhythm, consonant onsets).
Answer exactly: SPEECH or NONSPEECH.",0.7,0.7,,5,118,Acoustic focus
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Label SPEECH only if human voice is clearly present; otherwise label NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,5,108,Conservative bias
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Decide the dominant content.
Definitions:
- SPEECH = human voice, spoken words, syllables, conversational cues.
- NONSPEECH = music, tones/beeps, environmental noise, silence.
Output exactly: SPEECH or NONSPEECH.",0.55,0.55,,5,212,Contrastive/definitions
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Binary classification task.
Q: Does this contain human speech?
If confident YES → SPEECH
If confident NO → NONSPEECH
Answer:",0.75,0.75,,5,124,One-shot example
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"You will answer with one token only.
<question>Does this audio contain human speech?</question>
<answer>SPEECH or NONSPEECH only</answer>",0.7,0.7,,5,137,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",0.7,0.7,,5,159,Contrastive/definitions
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.85,0.85,,6,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Focus on cues of human vocal tract (formants, syllabic rhythm, consonant onsets).
Answer exactly: SPEECH or NONSPEECH.",0.85,0.85,,6,118,Acoustic focus
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Decide the dominant content.
Definitions:
- SPEECH = human voice, spoken words, syllables, conversational cues.
- NONSPEECH = music, tones/beeps, environmental noise, silence.
Output exactly: SPEECH or NONSPEECH.",0.55,0.55,,6,212,Contrastive/definitions
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.85,0.85,,6,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Human speech present? Answer: SPEECH or NONSPEECH.,0.8,0.8,,6,50,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Binary classification task.
Q: Does this contain human speech?
If confident YES → SPEECH
If confident NO → NONSPEECH
Answer:",0.75,0.75,,6,124,One-shot example
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"If there is any hint of human voice (even faint/short), label SPEECH; otherwise NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,6,119,Liberal bias
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Label SPEECH only if human voice is clearly present; otherwise label NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,6,108,Conservative bias
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.8,0.8,,7,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Focus on cues of human vocal tract (formants, syllabic rhythm, consonant onsets).
Answer exactly: SPEECH or NONSPEECH.",0.75,0.75,,7,118,Acoustic focus
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"If there is any hint of human voice (even faint/short), label SPEECH; otherwise NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,7,119,Liberal bias
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"You will answer with one token only.
<question>Does this audio contain human speech?</question>
<answer>SPEECH or NONSPEECH only</answer>",0.75,0.75,,7,137,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Binary decision. Output exactly one token: SPEECH or NONSPEECH.,0.6,0.6,,7,63,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Does this audio contain human speech? Answer exactly one token: SPEECH or NONSPEECH.,0.6,0.6,,7,84,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Label SPEECH only if human voice is clearly present; otherwise label NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,7,108,Conservative bias
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"TASK: Speech detection. Is human voice/speech present in this audio?
Answer: SPEECH or NONSPEECH.",0.55,0.55,,7,97,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.85,0.85,,8,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"TASK: Speech detection. Is human voice/speech present in this audio?
Answer: SPEECH or NONSPEECH.",0.55,0.55,,8,97,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Human speech present? Answer: SPEECH or NONSPEECH.,0.6,0.6,,8,50,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"You will answer with one token only.
<question>Does this audio contain human speech?</question>
<answer>SPEECH or NONSPEECH only</answer>",0.65,0.65,,8,137,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Listen for human voice. If present: SPEECH. Otherwise: NONSPEECH.
Answer:",0.5,0.5,,8,73,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Binary decision. Output exactly one token: SPEECH or NONSPEECH.,0.65,0.65,,8,63,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Does this audio contain human speech? Answer exactly one token: SPEECH or NONSPEECH.,0.7,0.7,,8,84,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Classify this audio. Output only: SPEECH or NONSPEECH.,0.55,0.55,,8,54,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.6,0.6,,9,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Human speech present? Answer: SPEECH or NONSPEECH.,0.65,0.65,,9,50,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Focus on cues of human vocal tract (formants, syllabic rhythm, consonant onsets).
Answer exactly: SPEECH or NONSPEECH.",0.75,0.75,,9,118,Acoustic focus
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Does this audio contain human speech? Answer exactly one token: SPEECH or NONSPEECH.,0.7,0.7,,9,84,Binary directive
